Firmware Version,Version 2.3 (13),System S/N,200-10008,Associated XDR,12398-1004,,Gain Pot Settings:,A:,7,B:,6,C:,5,D:,5,,,,,,,,,,,,,,,,,,
Date,Time,Log Type,Unit State,Electrical Energy (J),Time Setting (s),Electrical Power (W),Sonication Mode,Error/Reason,Chan A FWD,Chan A REV,Chan B FWD,Chan B REV,Chan C FWD,Chan C REV,Chan D FWD,Chan D REV,LCD Working?,Panic SW Open?,Unit Temperature (C),Cal Factor (A),Cal Factor (B),Cal Factor (C),Cal Factor (D),Delivered Acoustic Energy (J),,Base Ticks (A),Adj Ticks (A),Base Ticks (B),Adj Ticks (B),Base Ticks (C),Adj Ticks (C),Base Ticks (D),Adj Ticks (D)
8/20/2021,14:22:11,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.49,0.09,6.47,0.12,6.32,0.1,6.48,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,284.06,,1421,-5,1352,34,1299,117,1343,31
8/20/2021,14:22:11,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.67,0.08,6.59,0.11,6.33,0.11,6.46,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,285.53,,1421,-5,1352,34,1299,118,1343,31
8/20/2021,14:22:11,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.76,0.08,6.8,0.11,6.45,0.11,6.55,0.12,TRUE,TRUE,27,56.2,56.2,56.2,56.2,287.02,,1421,-5,1352,34,1299,118,1343,31
8/20/2021,14:22:11,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.83,0.08,6.88,0.11,6.51,0.11,6.49,0.12,TRUE,TRUE,27,56.2,56.2,56.2,56.2,288.52,,1421,-5,1352,34,1299,118,1343,31
8/20/2021,14:22:11,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.88,0.08,6.68,0.1,6.71,0.1,6.44,0.12,TRUE,TRUE,27,56.2,56.2,56.2,56.2,290.02,,1421,-5,1352,34,1299,118,1343,31
8/20/2021,14:22:11,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.45,0.08,6.5,0.11,6.67,0.1,6.46,0.12,TRUE,TRUE,27,56.2,56.2,56.2,56.2,291.48,,1421,-5,1352,34,1299,118,1343,31
8/20/2021,14:22:11,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.99,0.07,6.71,0.1,6.4,0.1,6.48,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,292.97,,1421,-6,1352,34,1299,119,1343,31
8/20/2021,14:22:11,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.75,0.07,6.7,0.1,6.36,0.1,6.46,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,294.45,,1421,-6,1352,34,1299,120,1343,31
8/20/2021,14:22:11,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.76,0.07,6.69,0.1,6.41,0.1,6.53,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,295.93,,1421,-6,1352,34,1299,121,1343,31
8/20/2021,14:22:11,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.76,0.08,6.86,0.1,6.61,0.1,6.48,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,297.43,,1421,-6,1352,34,1299,121,1343,31
8/20/2021,14:22:12,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.58,0.08,6.78,0.09,6.75,0.1,6.6,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,298.92,,1421,-6,1352,34,1299,121,1343,31
8/20/2021,14:22:12,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.91,0.08,6.66,0.09,6.82,0.1,6.41,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,300.43,,1421,-7,1352,34,1299,121,1343,32
8/20/2021,14:22:12,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.62,0.08,6.56,0.09,6.59,0.1,6.48,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,301.9,,1421,-7,1352,34,1299,121,1343,32
8/20/2021,14:22:12,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.74,0.08,6.49,0.1,6.38,0.09,6.44,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,303.36,,1421,-7,1352,34,1299,122,1343,32
8/20/2021,14:22:12,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.68,0.08,6.59,0.1,6.51,0.09,6.54,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,304.84,,1421,-7,1352,34,1299,122,1343,32
8/20/2021,14:22:12,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.68,0.08,6.67,0.1,6.5,0.09,6.61,0.11,TRUE,TRUE,27,56.2,56.2,56.2,56.2,306.33,,1421,-7,1352,34,1299,122,1343,32
8/20/2021,14:22:12,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.86,0.09,6.81,0.1,6.73,0.09,6.52,0.1,TRUE,TRUE,27,56.2,56.2,56.2,56.2,307.84,,1421,-7,1352,34,1299,122,1343,32
8/20/2021,14:22:12,Status,CEASE,,,,,,,,,,,,,,,,27,56.2,56.2,56.2,56.2,,,,,,,,,,
8/20/2021,14:22:28,Status,RESTING,,,,,,,,,,,,,,,,28,56.2,56.2,56.2,56.2,,,,,,,,,,
8/20/2021,14:22:57,Status,ARMED,533,20,26.65,Incoherent,,,,,,,,,,,,28,56.2,56.2,56.2,56.2,,,,,,,,,,
8/20/2021,14:23:01,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.62,0.08,6.15,0.1,5.81,0.11,5.62,0.12,TRUE,TRUE,28,56.2,56.2,56.2,56.2,1.36,,1421,0,1352,1,1299,1,1343,31
8/20/2021,14:23:01,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.9,0.09,6.36,0.12,5.74,0.1,6.47,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,2.79,,1421,0,1352,2,1299,2,1343,31
8/20/2021,14:23:01,Sonication,ACTIVE,533,20,26.65,Incoherent,,7.05,0.08,6.47,0.1,5.86,0.09,6.47,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,4.24,,1421,-1,1352,2,1299,3,1343,31
8/20/2021,14:23:01,Sonication,ACTIVE,533,20,26.65,Incoherent,,7.13,0.07,6.55,0.1,6.01,0.1,6.23,0.12,TRUE,TRUE,28,56.2,56.2,56.2,56.2,5.69,,1421,-2,1352,2,1299,4,1343,32
8/20/2021,14:23:01,Sonication,ACTIVE,533,20,26.65,Incoherent,,7.04,0.08,6.35,0.12,6.05,0.11,6.21,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,7.13,,1421,-3,1352,3,1299,5,1343,33
8/20/2021,14:23:02,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.91,0.09,6.41,0.11,6.26,0.09,6.3,0.1,TRUE,TRUE,28,56.2,56.2,56.2,56.2,8.59,,1421,-3,1352,4,1299,6,1343,34
8/20/2021,14:23:02,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.98,0.08,6.6,0.1,6.4,0.1,6.37,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,10.06,,1421,-4,1352,4,1299,7,1343,35
8/20/2021,14:23:02,Sonication,ACTIVE,533,20,26.65,Incoherent,,7.03,0.08,6.63,0.1,6.3,0.11,6.51,0.12,TRUE,TRUE,28,56.2,56.2,56.2,56.2,11.55,,1421,-5,1352,4,1299,8,1343,35
8/20/2021,14:23:02,Sonication,ACTIVE,533,20,26.65,Incoherent,,7.07,0.09,6.64,0.11,6.28,0.1,6.43,0.1,TRUE,TRUE,28,56.2,56.2,56.2,56.2,13.03,,1421,-6,1352,4,1299,9,1343,35
8/20/2021,14:23:02,Sonication,ACTIVE,533,20,26.65,Incoherent,,7.2,0.08,6.81,0.1,6.37,0.09,6.22,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,14.53,,1421,-7,1352,4,1299,10,1343,36
8/20/2021,14:23:02,Sonication,ACTIVE,533,20,26.65,Incoherent,,7.01,0.08,6.5,0.11,6.32,0.11,6.09,0.12,TRUE,TRUE,28,56.2,56.2,56.2,56.2,15.98,,1421,-8,1352,4,1299,11,1343,37
8/20/2021,14:23:02,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.88,0.09,6.36,0.11,6.52,0.1,6.24,0.1,TRUE,TRUE,28,56.2,56.2,56.2,56.2,17.44,,1421,-8,1352,5,1299,11,1343,38
8/20/2021,14:23:02,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.87,0.08,6.5,0.1,6.66,0.09,6.36,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,18.92,,1421,-8,1352,5,1299,11,1343,39
8/20/2021,14:23:02,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.92,0.08,6.53,0.11,6.57,0.11,6.4,0.12,TRUE,TRUE,28,56.2,56.2,56.2,56.2,20.41,,1421,-9,1352,5,1299,11,1343,40
8/20/2021,14:23:02,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.96,0.09,6.48,0.11,6.47,0.1,6.45,0.1,TRUE,TRUE,28,56.2,56.2,56.2,56.2,21.88,,1421,-10,1352,5,1299,11,1343,40
8/20/2021,14:23:03,Sonication,ACTIVE,533,20,26.65,Incoherent,,7.1,0.08,6.6,0.09,6.52,0.1,6.26,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,23.37,,1421,-11,1352,5,1299,11,1343,41
8/20/2021,14:23:03,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.98,0.08,6.48,0.11,6.43,0.11,6.15,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,24.83,,1421,-12,1352,5,1299,11,1343,42
8/20/2021,14:23:03,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.75,0.1,6.33,0.1,6.52,0.1,6.21,0.1,TRUE,TRUE,28,56.2,56.2,56.2,56.2,26.28,,1421,-12,1352,6,1299,11,1343,43
8/20/2021,14:23:03,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.76,0.08,6.46,0.1,6.61,0.1,6.32,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,27.75,,1421,-12,1352,6,1299,11,1343,44
8/20/2021,14:23:03,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.73,0.08,6.49,0.11,6.56,0.11,6.44,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,29.22,,1421,-12,1352,6,1299,11,1343,44
8/20/2021,14:23:03,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.81,0.09,6.46,0.1,6.39,0.1,6.46,0.1,TRUE,TRUE,28,56.2,56.2,56.2,56.2,30.68,,1421,-12,1352,6,1299,12,1343,44
8/20/2021,14:23:03,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.93,0.08,6.6,0.1,6.45,0.1,6.3,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,32.16,,1421,-13,1352,6,1299,12,1343,45
8/20/2021,14:23:03,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.98,0.08,6.59,0.11,6.31,0.11,6.21,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,33.63,,1421,-14,1352,6,1299,13,1343,46
8/20/2021,14:23:03,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.71,0.09,6.34,0.11,6.39,0.09,6.34,0.1,TRUE,TRUE,28,56.2,56.2,56.2,56.2,35.07,,1421,-14,1352,7,1299,14,1343,47
8/20/2021,14:23:03,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.7,0.08,6.45,0.1,6.55,0.1,6.49,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,36.54,,1421,-14,1352,7,1299,14,1343,47
8/20/2021,14:23:04,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.65,0.09,6.52,0.11,6.55,0.1,6.57,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,38.02,,1421,-14,1352,7,1299,14,1343,47
8/20/2021,14:23:04,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.65,0.08,6.59,0.1,6.36,0.09,6.61,0.1,TRUE,TRUE,28,56.2,56.2,56.2,56.2,39.49,,1421,-14,1352,7,1299,15,1343,47
8/20/2021,14:23:04,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.8,0.07,6.75,0.1,6.33,0.1,6.49,0.12,TRUE,TRUE,28,56.2,56.2,56.2,56.2,40.97,,1421,-14,1352,7,1299,16,1343,47
8/20/2021,14:23:04,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.87,0.09,6.82,0.12,6.27,0.1,6.33,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,42.44,,1421,-14,1352,7,1299,17,1343,48
8/20/2021,14:23:04,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.62,0.08,6.51,0.1,6.27,0.09,6.39,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,43.89,,1421,-14,1352,7,1299,18,1343,49
8/20/2021,14:23:04,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.6,0.08,6.53,0.1,6.42,0.1,6.54,0.12,TRUE,TRUE,28,56.2,56.2,56.2,56.2,45.36,,1421,-14,1352,7,1299,18,1343,49
8/20/2021,14:23:04,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.54,0.1,6.65,0.11,6.49,0.1,6.65,0.1,TRUE,TRUE,28,56.2,56.2,56.2,56.2,46.83,,1421,-14,1352,7,1299,18,1343,49
8/20/2021,14:23:04,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.55,0.08,6.74,0.09,6.32,0.1,6.67,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,48.31,,1421,-14,1352,7,1299,19,1343,49
8/20/2021,14:23:04,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.61,0.08,6.76,0.1,6.29,0.11,6.61,0.12,TRUE,TRUE,28,56.2,56.2,56.2,56.2,49.78,,1421,-14,1352,7,1299,20,1343,49
8/20/2021,14:23:04,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.7,0.1,6.85,0.11,6.26,0.1,6.43,0.1,TRUE,TRUE,28,56.2,56.2,56.2,56.2,51.25,,1421,-14,1352,7,1299,21,1343,49
8/20/2021,14:23:05,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.6,0.08,6.65,0.09,6.19,0.1,6.42,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,52.7,,1421,-14,1352,7,1299,22,1343,49
8/20/2021,14:23:05,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.45,0.08,6.45,0.11,6.3,0.11,6.47,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,54.15,,1421,-14,1352,7,1299,23,1343,49
8/20/2021,14:23:05,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.42,0.09,6.47,0.1,6.43,0.09,6.58,0.1,TRUE,TRUE,28,56.2,56.2,56.2,56.2,55.6,,1421,-14,1352,7,1299,23,1343,49
8/20/2021,14:23:05,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.35,0.08,6.43,0.1,6.37,0.1,6.59,0.12,TRUE,TRUE,28,56.2,56.2,56.2,56.2,57.04,,1421,-13,1352,7,1299,24,1343,49
8/20/2021,14:23:05,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.47,0.09,6.37,0.11,6.3,0.1,6.59,0.1,TRUE,TRUE,28,56.2,56.2,56.2,56.2,58.49,,1421,-13,1352,8,1299,25,1343,49
8/20/2021,14:23:05,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.56,0.08,6.49,0.09,6.33,0.1,6.37,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,59.93,,1421,-13,1352,8,1299,26,1343,50
8/20/2021,14:23:05,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.42,0.08,6.31,0.11,6.22,0.11,6.3,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,61.35,,1421,-13,1352,9,1299,27,1343,51
8/20/2021,14:23:05,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.28,0.09,6.2,0.1,6.37,0.09,6.46,0.1,TRUE,TRUE,28,56.2,56.2,56.2,56.2,62.77,,1421,-12,1352,10,1299,28,1343,51
8/20/2021,14:23:05,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.41,0.08,6.31,0.1,6.48,0.1,6.59,0.12,TRUE,TRUE,28,56.2,56.2,56.2,56.2,64.22,,1421,-11,1352,11,1299,28,1343,51
8/20/2021,14:23:05,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.39,0.1,6.38,0.11,6.48,0.1,6.61,0.1,TRUE,TRUE,28,56.2,56.2,56.2,56.2,65.67,,1421,-10,1352,12,1299,28,1343,51
8/20/2021,14:23:06,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.5,0.08,6.37,0.1,6.36,0.1,6.64,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,67.12,,1421,-10,1352,13,1299,29,1343,51
8/20/2021,14:23:06,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.63,0.09,6.41,0.11,6.4,0.1,6.46,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,68.58,,1421,-10,1352,13,1299,30,1343,51
8/20/2021,14:23:06,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.67,0.08,6.4,0.1,6.39,0.09,6.44,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,70.03,,1421,-10,1352,14,1299,31,1343,51
8/20/2021,14:23:06,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.46,0.08,6.27,0.1,6.43,0.11,6.44,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,71.47,,1421,-10,1352,15,1299,31,1343,51
8/20/2021,14:23:06,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.49,0.09,6.33,0.11,6.5,0.1,6.63,0.1,TRUE,TRUE,28,56.2,56.2,56.2,56.2,72.92,,1421,-10,1352,16,1299,31,1343,51
8/20/2021,14:23:06,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.49,0.08,6.4,0.1,6.56,0.1,6.69,0.12,TRUE,TRUE,28,56.2,56.2,56.2,56.2,74.39,,1421,-10,1352,17,1299,31,1343,51
8/20/2021,14:23:06,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.51,0.09,6.32,0.11,6.48,0.1,6.75,0.1,TRUE,TRUE,28,56.2,56.2,56.2,56.2,75.85,,1421,-10,1352,18,1299,31,1343,51
8/20/2021,14:23:06,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.58,0.07,6.34,0.1,6.47,0.1,6.55,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,77.31,,1421,-10,1352,19,1299,31,1343,51
8/20/2021,14:23:06,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.61,0.09,6.35,0.12,6.39,0.1,6.52,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,78.76,,1421,-10,1352,20,1299,32,1343,51
8/20/2021,14:23:06,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.39,0.08,6.32,0.1,6.31,0.1,6.52,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,80.19,,1421,-9,1352,21,1299,33,1343,51
8/20/2021,14:23:07,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.44,0.08,6.22,0.11,6.44,0.11,6.64,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,81.64,,1421,-9,1352,22,1299,33,1343,51
8/20/2021,14:23:07,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.37,0.09,6.33,0.1,6.53,0.09,6.72,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,83.09,,1421,-8,1352,23,1299,33,1343,51
8/20/2021,14:23:07,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.39,0.08,6.36,0.11,6.43,0.11,6.72,0.12,TRUE,TRUE,28,56.2,56.2,56.2,56.2,84.54,,1421,-7,1352,24,1299,33,1343,51
8/20/2021,14:23:07,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.49,0.09,6.39,0.1,6.42,0.1,6.69,0.1,TRUE,TRUE,28,56.2,56.2,56.2,56.2,86,,1421,-7,1352,25,1299,33,1343,51
8/20/2021,14:23:07,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.55,0.08,6.47,0.1,6.45,0.1,6.51,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,87.46,,1421,-7,1352,25,1299,33,1343,51
8/20/2021,14:23:07,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.38,0.08,6.38,0.12,6.23,0.1,6.47,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,88.89,,1421,-6,1352,26,1299,34,1343,51
8/20/2021,14:23:07,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.29,0.08,6.25,0.1,6.38,0.09,6.63,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,90.32,,1421,-5,1352,27,1299,35,1343,51
8/20/2021,14:23:07,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.34,0.08,6.36,0.11,6.46,0.11,6.72,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,91.78,,1421,-4,1352,28,1299,35,1343,51
8/20/2021,14:23:07,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.3,0.09,6.44,0.11,6.47,0.09,6.76,0.1,TRUE,TRUE,28,56.2,56.2,56.2,56.2,93.23,,1421,-3,1352,28,1299,35,1343,51
8/20/2021,14:23:07,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.39,0.08,6.48,0.11,6.44,0.1,6.7,0.12,TRUE,TRUE,28,56.2,56.2,56.2,56.2,94.69,,1421,-2,1352,28,1299,35,1343,51
8/20/2021,14:23:08,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.46,0.1,6.49,0.11,6.48,0.1,6.51,0.1,TRUE,TRUE,28,56.2,56.2,56.2,56.2,96.15,,1421,-2,1352,28,1299,35,1343,51
8/20/2021,14:23:08,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.45,0.07,6.49,0.1,6.3,0.1,6.51,0.12,TRUE,TRUE,28,56.2,56.2,56.2,56.2,97.59,,1421,-2,1352,28,1299,36,1343,51
8/20/2021,14:23:08,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.29,0.09,6.33,0.11,6.29,0.1,6.62,0.1,TRUE,TRUE,28,56.2,56.2,56.2,56.2,99.02,,1421,-1,1352,29,1299,37,1343,51
8/20/2021,14:23:08,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.33,0.08,6.46,0.1,6.36,0.1,6.71,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,100.47,,1421,0,1352,29,1299,38,1343,51
8/20/2021,14:23:08,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.29,0.09,6.54,0.12,6.43,0.1,6.69,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,101.93,,1421,1,1352,29,1299,38,1343,51
8/20/2021,14:23:08,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.41,0.08,6.52,0.09,6.37,0.1,6.74,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,103.39,,1421,2,1352,29,1299,39,1343,51
8/20/2021,14:23:08,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.5,0.09,6.61,0.12,6.38,0.1,6.53,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,104.85,,1421,2,1352,29,1299,40,1343,51
8/20/2021,14:23:08,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.48,0.08,6.72,0.09,6.34,0.1,6.49,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,106.31,,1421,2,1352,29,1299,41,1343,51
8/20/2021,14:23:08,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.34,0.09,6.51,0.11,6.28,0.1,6.52,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,107.75,,1421,3,1352,29,1299,42,1343,51
8/20/2021,14:23:08,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.42,0.08,6.58,0.1,6.39,0.1,6.65,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,109.21,,1421,3,1352,29,1299,43,1343,51
8/20/2021,14:23:09,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.39,0.08,6.78,0.11,6.48,0.11,6.68,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,110.69,,1421,4,1352,29,1299,43,1343,51
8/20/2021,14:23:09,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.43,0.08,6.85,0.1,6.37,0.09,6.76,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,112.17,,1421,4,1352,29,1299,44,1343,51
8/20/2021,14:23:09,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.51,0.08,6.88,0.11,6.36,0.11,6.53,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,113.65,,1421,4,1352,29,1299,45,1343,51
8/20/2021,14:23:09,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.58,0.08,7.08,0.1,6.32,0.09,6.44,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,115.13,,1421,4,1352,28,1299,46,1343,51
8/20/2021,14:23:09,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.48,0.08,6.81,0.11,6.25,0.11,6.54,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,116.59,,1421,4,1352,28,1299,47,1343,51
8/20/2021,14:23:09,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.42,0.08,6.63,0.1,6.42,0.09,6.7,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,118.06,,1421,4,1352,28,1299,47,1343,51
8/20/2021,14:23:09,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.41,0.08,6.64,0.11,6.47,0.11,6.76,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,119.54,,1421,5,1352,28,1299,47,1343,51
8/20/2021,14:23:09,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.48,0.09,6.76,0.1,6.47,0.09,6.86,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,121.03,,1421,5,1352,28,1299,47,1343,51
8/20/2021,14:23:09,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.6,0.09,6.71,0.11,6.45,0.11,6.72,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,122.51,,1421,5,1352,28,1299,47,1343,51
8/20/2021,14:23:09,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.64,0.08,6.73,0.1,6.51,0.09,6.58,0.11,TRUE,TRUE,28,56.2,56.2,56.2,56.2,124,,1421,5,1352,28,1299,47,1343,51
8/20/2021,14:23:10,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.61,0.08,6.7,0.1,6.3,0.11,6.56,0.12,TRUE,TRUE,28,56.2,56.2,56.2,56.2,125.47,,1421,5,1352,28,1299,48,1343,51
8/20/2021,14:23:10,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.5,0.09,6.57,0.1,6.3,0.09,6.68,0.1,TRUE,TRUE,28,56.2,56.2,56.2,56.2,126.93,,1421,5,1352,28,1299,49,1343,51
8/20/2021,14:23:10,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.51,0.08,6.66,0.11,6.45,0.11,6.76,0.12,TRUE,TRUE,28,56.2,56.2,56.2,56.2,128.41,,1421,5,1352,28,1299,49,1343,51
8/20/2021,14:23:10,Sonication,ACTIVE,533,20,26.65,Incoherent,,6.43,0.09,6.75,0.11,6.42,0.09,6.79,0.1,TRUE,TRUE,28,56.2,56.2,56.2,56.2,129.89,,1421,5,1352,28,1299,49,1343,51
